policy,seed,dow,month,days_prior,price,selling_limit,accepted,show_ups,revenue
Planner,0,2,12,64,90.0,15000.0,123.86750247950923,2435.471858623988,321801.90149153676
Planner,0,2,12,63,90.0,15000.0,102.78280908880937,2506.7455684783513,331052.3543095296
Planner,0,2,12,62,90.0,15000.0,99.11919286939363,2574.4624229439737,339973.081667775
Planner,0,2,12,61,90.0,15000.0,113.02107951209477,2654.394437200316,350144.97882386355
Planner,0,2,12,60,90.0,15000.0,146.41822959291815,2755.735506737353,363322.6194872262
Planner,0,2,12,59,90.0,15000.0,149.83678197520427,2860.486692451634,376807.92986499454
Planner,0,2,12,58,90.0,15000.0,148.9191885864116,2964.5039687353337,390210.6568377716
Planner,0,2,12,57,90.0,15000.0,130.4400560169167,3056.85019175985,401950.26187929406
Planner,0,2,12,56,90.0,15000.0,144.57554703461068,3159.2236203342836,414962.06111240905
Planner,0,2,12,55,90.0,15000.0,135.90307733362195,3253.0746474856633,427193.338072435
Planner,0,2,12,54,90.0,15000.0,129.3751462072692,3345.524524345568,438837.1012310892
Planner,0,2,12,53,90.0,15000.0,148.5050121928951,3450.6450609087115,452202.5523284498
Planner,0,2,12,52,90.0,15000.0,132.2738407556612,3546.065074790903,464107.1979964593
Planner,0,2,12,51,90.0,15000.0,132.6359411355689,3639.391071827597,476044.43269866053
Planner,0,2,12,50,90.0,15000.0,147.84723552160628,3740.6395882381157,489350.6838956051
Planner,0,2,12,49,90.0,15000.0,145.96408656248207,3843.965702408817,502487.45168622845
Planner,0,2,12,48,90.0,15000.0,143.74736736177414,3946.8059213722418,515424.7147487881
Planner,0,2,12,47,90.0,15000.0,144.4900449423033,4051.6850383519873,528428.8187935954
Planner,0,2,12,46,90.0,15000.0,140.4453111012569,4154.969868424098,541068.8967927085
Planner,0,2,12,45,90.0,15000.0,152.3210194200263,4266.2122980000995,554777.7885405109
Planner,0,2,12,44,90.0,15000.0,156.30097519002013,4380.480407284791,568844.8763076128
Planner,0,2,12,43,90.0,15000.0,153.73469278576061,4491.816180956122,582680.9986583312
Planner,0,2,12,42,90.0,15000.0,135.56787253321403,4589.851572701385,594882.1071863205
Planner,0,2,12,41,90.0,15000.0,144.11670931100508,4691.962419580375,607852.6110243109
Planner,0,2,12,40,90.0,15000.0,152.34044875972262,4801.779860078015,621563.251412686
Planner,0,2,12,39,90.0,15000.0,142.034390928327,4903.54521191197,634346.3465962354
Planner,0,2,12,38,90.0,15000.0,153.6215042837147,5016.467065301184,648172.2819817697
Planner,0,2,12,37,90.0,15000.0,162.05382740417804,5135.136122769564,662757.1264481457
Planner,0,2,12,36,90.0,15000.0,159.9577193032309,5255.0912728369985,677153.3211854364
Planner,0,2,12,35,90.0,15000.0,160.82432631872584,5368.5670168436245,691627.5105541218
Planner,0,2,12,34,91.00000023841858,15000.0,159.82793843980636,5487.056447102556,706171.8529902501
Planner,0,2,12,33,91.00000023841858,15000.0,153.38863950900577,5601.089636595191,720130.2192221404
